Wage,Apprentice_Cost,Apprentice_Wage,Coal_Distance,Water_Flow,Tax_1707,Banks,Potential,Textiles_1831,Population,Literate,Lawyers,Booksellers,Density,Metal_Mfg,Textiles_1851,Food,Garments,Shoes,Wood,Metal_Prods,Ships,Sheet_Metal,Metal,Heat,Skills,Code,STF,MSX,RTL,SHP,NHP,Metal_Area,X,Y
4.276666119016055,2.995732273553991,-1.2809338454620642,2.995732273553991,4.700480365792417,-0.35667494393873245,-1.171182981502945,4.574710978503383,0.47000362924573563,12.325609697555613,4.343805421853684,2.766319109226186,2.8390784635086144,4.189654742026425,0.7865127895530998,-0.2969189419379939,0.6860267139801098,1.092196295523538,1.2686320201402312,0.42408519312491755,1.6497979840872594,0.404667107267816,-0.26358252167040214,2.100462588234127,2.31638589157485,3.9646154555473165,NHB,0,0,0,0,0,0,-2.0511532682231715,55.22987050127274
4.356708826689592,2.302585092994046,-2.0541237336955462,2.995732273553991,4.30406509320417,-0.916290731874155,-1.171182981502945,4.174387269895637,2.066862759472976,12.052752454085287,4.204692619390966,3.475067230228611,3.0106208860477417,3.563882963939251,-0.45120830694748754,2.0126449336426804,0.5296209460642386,1.087002096198245,1.2797095030243224,0.4225228105078715,1.0892367339996614,0.2574430601484231,-1.5498205956155973,1.3405511622805675,1.48272565106111,3.8370839187636525,CUM,0,0,0,0,0,0,-3.03304921885287,54.72551800019939
4.30406509320417,2.4849066497880004,-1.8191584434161698,3.6635616461296463,4.343805421853684,-0.5108256237659907,-0.7550225842780328,3.258096538021482,2.0149030205422647,10.926909231928333,4.343805421853684,3.7727609380946383,2.6026896854443837,3.407841924380824,-1.594211465102809,1.7995509380718282,0.7083736278912367,1.0527510440195629,1.302314158367734,1.5068813241090084,0.9707378923587279,-0.9010642845428637,-1.4888509494449826,1.1212188432970238,1.1430378906916636,3.501344330267094,WML,0,0,0,0,0,0,-2.6388328755548285,54.4554323924823
4.356708826689592,2.4849066497880004,-1.8718021769015913,2.995732273553991,3.9512437185814275,0.5306282510621704,-1.5141277326297755,5.5134287461649825,3.4307561839036995,14.116906908328588,4.276666119016055,2.0014800002101243,3.1822118404966093,4.639571612705423,0.05536299274574017,3.0030767590007614,0.4043027144051994,1.416702667276812,1.1244599154338477,0.6101919474768842,1.2756328703230204,0.019016332511662504,-0.23667226155920448,1.6914124934331245,1.8406806056690954,4.539350844950798,LCS,0,0,0,0,0,0,-2.660723060580595,53.77791873787856
4.356708826689592,2.5649493574615367,-1.791759469228055,2.995732273553991,4.382026634673881,0.47000362924573563,-0.5108256237659907,4.605170185988092,1.3862943611198906,12.455811388626492,4.499809670330265,3.295836866004329,3.005682604407159,4.584967478670572,0.937258736896676,0.14880137653240597,0.6585874991652918,0.8393477753922939,1.027511607810477,0.08996087650947239,1.6456376120521203,1.3135742467099547,-0.6004352706785829,2.1145505304098675,2.3786761216393675,4.11659517115692,DRH,0,0,0,0,0,0,-1.6926790353219325,54.72726157997625
4.276666119016055,2.302585092994046,-1.9740810260220096,2.995732273553991,3.367295829986474,1.4816045409242156,-1.5606477482646683,4.1588830833596715,3.2268439945173775,12.336385739984228,4.276666119016055,3.242592351485517,2.772588722239781,3.828641396489095,-0.8675205675047257,2.989928915664921,1.0178641611627348,1.4774852413732722,1.4114546598501863,0.5649149496130199,1.0956992190856791,-0.9606109905707376,-0.9484896300383929,1.3346301281675494,1.5394245408135627,4.578107266438402,NOT,0,0,0,0,0,0,-1.0124322228991485,53.12961008905248
4.430816798843313,2.5649493574615367,-1.8658674413817766,3.8918202981106265,2.1972245773362196,1.410986973710262,-0.6733445532637656,4.927253685157205,-1.6094379124341003,12.679199517372098,4.276666119016055,2.3125354238472138,2.3978952727983707,3.353406717825807,-1.540862536201458,-0.9530758712993389,0.9668587913527137,0.712855466587501,1.1316933334882844,0.6321394035589152,1.063535091588082,-0.5972559936803402,-1.308530558832842,1.2181732196336197,1.5346757306208927,3.389799336709786,LNC,0,0,0,0,0,0,-0.28783736902331303,53.18378964774778
4.330733340286331,2.302585092994046,-2.0281482472922856,2.995732273553991,3.58351893845611,1.252762968495368,-0.916290731874155,4.74493212836325,0.6931471805599453,12.93623859751734,4.343805421853684,2.451005098112319,2.4336133554004498,4.110873864173311,1.8419320317689372,0.11503319674292307,0.7364231640417672,0.44643162174132367,1.5204668980735112,0.6402475579610134,2.24088495444184,-0.7068260900055957,0.008061077190755246,2.816513284276389,3.2038040043802876,4.610655116218661,STF,1,0,0,0,0,1,-2.0436002835826197,52.8235466258187
4.31748811353631,2.6026896854443837,-1.7147984280919262,2.995732273553991,4.02535169073515,1.308332819650179,-1.2039728043259361,4.3694478524670215,2.7212954278522306,12.387614731949345,4.276666119016055,3.0587070727153796,2.9601050959108397,4.2017030805426,0.6051558916839668,2.487596466790614,0.6521619340598974,1.1106195723085721,1.271201142466121,0.4739137026535785,1.5457478722402953,-0.9123806584663121,-0.7652230141300244,1.9442297117462712,2.112792011077235,4.555664766084252,DRB,0,0,0,0,0,0,-1.6021346867041266,53.133762039625815
4.3694478524670215,2.70805020110221,-1.6613976513648114,2.995732273553991,2.6390573296152584,1.824549292051046,-0.6539264674066639,4.343805421853684,3.202746442938317,12.202049563778264,4.343805421853684,2.8154087194227095,3.0007198150650303,3.8918202981106265,-1.629413535146333,3.0535343518844424,0.9423002224037458,1.2674729037710253,1.448169764837978,0.6031277141147863,0.9103340303412533,-0.838285946226184,-1.754576678100339,1.048783702806196,1.4454560589663819,4.650047944766177,LCR,0,0,0,0,0,0,-1.1188600699618207,52.66729631781231
